id,name,src,price,weapon_id
206,"Boreal Forest",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV91cnN1c19oeV9mb3Jlc3RfYm9yZWFsX2xpZ2h0LjhkOTg5NjI0OGQ2MmUyY2FjNTI4MDFlNDk5NWRmNzMwYTY2ZjM0MzYucG5n/auto/auto/85/notrim/43d5a575bddd43a459d83e697089d77f.webp,92.67,52
207,"Boroque Sand",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9oeV92ZW5ldG9fdGFuX2xpZ2h0LjMzZjZlNWY5MjAyNjBjNmI2YjhmYTMyOTA1ZjAxZWJkMDMzOTM4NTgucG5n/auto/auto/85/notrim/1492b4cb048f629f90dc7a5b39f00b44.webp,0.97,20
208,"Brake Light",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9hYV92ZXJ0aWdvX3JlZF9saWdodC42NGM4NmJmNjA5OTdkM2M0YTZjMDE2NjU1ZTM5YmMyYTA0OGZkMmQwLnBuZw--/auto/auto/85/notrim/385b49f2b221f9f8d7cae45d973c7048.webp,0.57,26
209,Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hcV9icmFzc19saWdodC45YmRlNWI2NDViZWIxNmZjMjcyZjE4NmExYzY0ODNiOTA2ZDcwZjAxLnBuZw--/auto/auto/85/notrim/e03fd53840f58e249da9260f1671bb92.webp,13.03,11
210,Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9hcV9icmFzc19saWdodC41Njk3MDZlYjQ1MzdiNzVjZGNlMWEyOGRkODgyMWIzMjA4YmNiYmJhLnBuZw--/auto/auto/85/notrim/1b76dd27e743016f076c1d3b5b620efe.webp,0.21,25
211,Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfYXFfYnJhc3NfbGlnaHQuNmIzMzBjMWE5ZjA0Mzg5NDY0OTVhMmEzY2QxMGI0MjY1NjQ0ZmQxMS5wbmc-/auto/auto/85/notrim/318ae84e46cf00f36be9415654bbbd3e.webp,90.68,27
212,Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2FxX2JyYXNzX2xpZ2h0LjliMmRhM2IyODIzODk0MjJjNWQ3OWIyOTliMTg0NGM2NGE3MDk0ZjkucG5n/auto/auto/85/notrim/bc45a37524e962cbbd4039eeaa4da4a9.webp,2.02,30
213,Bratatat,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9jdV9icmF0YXRhdF9uZWdldl9saWdodC40NjI2MGU5ZWMyYjljZWFlNjNmYjEyNzM1NTA5NzM0OTE1Mjc5MTgxLnBuZw--/auto/auto/85/notrim/4e4ea8067066d3b67cffb3ca8e253e49.webp,1.05,20
214,"Breaker Box",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9hYV93aXJpbmdfbGlnaHQuNTIyYWRlNGQzNzA2MGFkNzJkY2VlMTBhYjNhODdjY2RhM2U4MGMyMy5wbmc-/auto/auto/85/notrim/aff0db5dc2fbf4db958dd93e1a435461.webp,3.06,25
215,Briar,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9oeV92aW5lc19saWdodC45YjRlMjNmYjJlYjRlNTM0Zjg1ZDJiYjIyNjg0ZTllMjMwOTY3MTI2LnBuZw--/auto/auto/85/notrim/3b0324f65c04c0d6e1e2283d16d1c36d.webp,2.87,6
216,Briefing,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX3NpbGVuY2VyX2N1X200YTFzX21ldHJpdGVyYV9saWdodC5kY2Y0NTk0YTdhYTI0OTVkYTY4ZGMyZjE3NmUwOWExMTZhYjdjMzJhLnBuZw--/auto/auto/85/notrim/b196036826972caa99d6ecb5db3e24d4.webp,1.99,14
217,Briefing,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91bXA0NV9jdV91bXA0NV9tZXRyaXRlcmFfbGlnaHQuZGZjYjI5YTA5NDc2ZDFjOTAwMzljOTQzMjdhNTkzMGViNmU2ZWZkMC5wbmc-/auto/auto/85/notrim/217e9e5c7590dc05ea9f7a26d5f6e309.webp,0.04,31
218,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iYXlvbmV0X2h5X29jZWFuX2tuaWZlX2xpZ2h0LjM1MDUxMjdlYmM1YWM1NDg0YWYwZDBkNjZhODhmYWY3YmY4MDU2MGUucG5n/auto/auto/85/notrim/a74ce08e80ea953eaa9fba9fe2017953.webp,225.79,33
219,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdXJ2aXZhbF9ib3dpZV9oeV9vY2Vhbl9rbmlmZV85MF9saWdodC4xNDg3MWEwNmVkZDViMWI4YjIwYmEzOWY4ODgwZjA0NmE3Y2NhNGNiLnBuZw--/auto/auto/85/notrim/57847c4321ace9e581bd5c32fbce8562.webp,96.89,34
220,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9idXR0ZXJmbHlfaHlfb2NlYW5fa25pZmVfOTBfbGlnaHQuMDRiMWY0YzdkZGQ4OTY3YzZkY2Q0MGM2NjFkYmY1MGI2ZWJkZDdmZi5wbmc-/auto/auto/85/notrim/4754a5a860d1cb4ea0903d649ae9db5c.webp,710.00,35
221,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mYWxjaGlvbl9oeV9vY2Vhbl9rbmlmZV85MF9saWdodC44NzUzNTkzN2Q3ZDU2NTVkYTg5ZTg0Y2M1ZWI1N2Y0MGVhOWE3MDRlLnBuZw--/auto/auto/85/notrim/99ac977c37dc1a5b2de34d0be0b61645.webp,100.84,37
222,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mbGlwX2h5X29jZWFuX2tuaWZlX2xpZ2h0LjUyNjk3YjQ5Y2IyNjIxYWJjZTRhZmYwZjA2ZjVkZDZjMmMzODlmNGEucG5n/auto/auto/85/notrim/61cbdfbab38326d4e1f1a74b72dd1b54.webp,165.08,38
223,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9ndXRfaHlfb2NlYW5fa25pZmVfbGlnaHQuMzBhMmIyM2M2N2EyMmVlMjIzNTNhYTQ0MGI5ZmY1ZDY5NzMxMTNiNi5wbmc-/auto/auto/85/notrim/83dbe6a796d619b59229c81271de10e6.webp,83.67,39
224,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV90YWN0aWNhbF9oeV9vY2Vhbl9rbmlmZV85MF9saWdodC5kYmMyOGZhZWE3NDBiMjU1OWE3YzVmZmQ3MDhmN2I4YjQzYmZhMzVmLnBuZw--/auto/auto/85/notrim/b7aa1936055335767a6d9ed54b5b9e40.webp,103.09,40
225,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rYXJhbWJpdF9oeV9vY2Vhbl9rbmlmZV9saWdodC4yMzQ5MDEzNWU0YjY1YWRjMThiMjhlZjRmMGQxZmRmYWI0M2QzZTkzLnBuZw--/auto/auto/85/notrim/e17e56c4821e3a469ad5a40ced0cf8f6.webp,540.23,41
226,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX3NpbGVuY2VyX2h5X29jZWFuX2JyYXZvX2xpZ2h0LjBiMmE3NDMyNjE4YzhkOWFlYTlmN2MyY2YxMzc2YzhlMzczZmY4ZDQucG5n/auto/auto/85/notrim/e78c8f48f1351807369ace4998eb6c26.webp,22.34,14
227,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9tOV9iYXlvbmV0X2h5X29jZWFuX2tuaWZlXzkwX2xpZ2h0LjhjZTJkYTQ5Y2I4Y2I0ZDA4ZjMxYjliMTVhZGNiZTQ4OTBmNzk2ZWMucG5n/auto/auto/85/notrim/c961d6fd142ada9595645b2547dae208.webp,425.28,43
228,"Bright Water",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9wdXNoX2h5X29jZWFuX2tuaWZlXzkwX2xpZ2h0LjJhYmNkMjY2ZTRjNmEzZDBiZjI0M2U4MmJhN2ZkNDYzZDU4ZDdhMzIucG5n/auto/auto/85/notrim/f3be8d852f4f27c538a38dfbd6905927.webp,71.48,47
229,"Bronze Deco",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYW1fYnJvbnplX3NwYXJrbGVfbGlnaHQuNWZiYWZmZTQzNDFkNWNkYmUyZDcyZDNjZWU3MGRkZmUzYTkwZjQ3YS5wbmc-/auto/auto/85/notrim/5262a3c95af503261ca32a1f17f6f138.webp,0.09,5
230,"Bronze Morph",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3Nwb3J0eV9nbG92ZXNfc3BvcnR5X3BvaXNvbl9mcm9nX3JlZF9ncmVlbl9saWdodC5lMDQ1MWI1YjhiYTI3OTNhNDU5YjYxMDM4ZjA5ZWNhZmU2ODU3YWQ3LnBuZw--/auto/auto/85/notrim/614b69ea1ceb7b55f18fd3cf2bf9641e.webp,103.42,54
231,Bronzed,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3N0dWRkZWRfYmxvb2Rob3VuZF9nbG92ZXNfYmxvb2Rob3VuZF9tZXRhbGxpY19saWdodC4xZTUwODU0OTJlNTE3ZjJiODMxODNmYTJiOTgxYTRiYWQ0MmU3ZmRkLnBuZw--/auto/auto/85/notrim/3ae71f5935b567e09c56b5acd625a1cf.webp,61.36,59
232,Brother,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2dzX3RlYzlfZ3VlcmlsbGFfbGlnaHQuYmVlNzUxOTg2YjY5NTJiMjViYjFlNWNkNGM1ODM5YzY5N2MwZjkyYi5wbmc-/auto/auto/85/notrim/843412cbe74dc9f1a53ed3953e9fc0d8.webp,0.20,30
233,Buckshot,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3NwZWNpYWxpc3RfZ2xvdmVzX3NwZWNpYWxpc3RfZm9yZXN0X2Jyb3duX2xpZ2h0LjRmNDA3YWJjZDViMmRjMDBlZDZiMTk0YjM4YjNhNjFlNTlkYmZmOTQucG5n/auto/auto/85/notrim/eb11605d2e4188a1fa597bb8690f8b00.webp,60.20,58
234,Buddy,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fY3VfZml2ZXNldmVuX2dzZzlfbGlnaHQuZjkwN2VmMTc4Y2YzNDk5ZTM3ODdkNzBkZmFjYTEwZTI1NjkwNWZhZi5wbmc-/auto/auto/85/notrim/5438fd5e083bae2f91d9ec6ec3a591b3.webp,0.44,8
235,Bulkhead,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9oeV9kdWN0c195ZWxsb3dfbGlnaHQuMWRhZGQ2ODE2OWIwN2MyNmQ3NDU3NWI2YmU3MWE4YjBlY2JhOTczYS5wbmc-/auto/auto/85/notrim/076e7f15058a0900f8def5b26f598fce.webp,0.02,20
236,Bulldozer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X3NvX3llbGxvd19saWdodC5mZjRmM2RmNGJjNjBhZWVjZjk2ZTRkNTYwMmI2MTkwMzhjZjc4MmQzLnBuZw--/auto/auto/85/notrim/79ec158032fcf2196ac11cf3a54173ab.webp,4.25,16
237,Bulldozer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfc29feWVsbG93X2xpZ2h0LjJjNDkyNGFkZmFiYWNkMTJlYTcwYWQzODM1Y2ZiYmY3Yzg4ZTA1YjYucG5n/auto/auto/85/notrim/083eca8302a01c5c7db8e08799ca50b4.webp,49.59,19
238,Bulldozer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zZzU1Nl9zb195ZWxsb3dfbGlnaHQuZWZmOWRhOThiMzkzMDY1ZTY0OTQ5Y2Y0Mzc1OWQ2YzY3NThmZGJlOC5wbmc-/auto/auto/85/notrim/6e9a792db953d88b6c09ff8618b8ce1d.webp,124.21,28
239,"Bullet Queen",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19jdV9nbG9jazE4X3dhcm1haWRlbl9saWdodC43MjgxY2M3NTAzZjZhZTYyNjRlNTE2ZTdjZTBlNTlkYmJhMTY4ZTk2LnBuZw--/auto/auto/85/notrim/cf3c5cadf520d5f76797b252f0b68dc2.webp,2.31,11
240,"Bullet Rain",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2N1X2J1bGxldF9yYWluX200YTFfbGlnaHQuNGE0MmE4YjViNDlmN2NhNDEwYjAwZjI0MTZlMjgwMThjZWRmYjI5MC5wbmc-/auto/auto/85/notrim/eb171691dc48a108bd929060d56b6abe.webp,9.56,13
241,"Bunsen Burner",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hcV9nbG9jazE4X2ZsYW1lc19ibHVlX2xpZ2h0LmRiNDc2YmNmZjJhN2YxMjFmNmE3ZjM4YjA1MTUzNzEwYjhkZmEwOGUucG5n/auto/auto/85/notrim/e3e9a7b2fcdb0cc93af9bdf13f0e9950.webp,0.15,11
242,"Business Class",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3VfbHVnZ2FnZV91c3Atc19saWdodC42YzJlZmVjMWMyMmUxOWRiMTlmYjI2Mjg3MTY3NGNhYzM4MDY5Y2RmLnBuZw--/auto/auto/85/notrim/31b699d3189d5ac181baa5d0ae2e3551.webp,24.23,32
243,"Button Masher",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9jdV9tYWMxMF9wb3J0YWJsZV9saWdodC44NDdmMWM5MjJiNjIyN2FiYTVkMjRiYWFkOWQxZDcxOTYxMmY2NjBiLnBuZw--/auto/auto/85/notrim/03de032b5098e3f2f7f653fc7f4e43b9.webp,0.18,15
244,"Buzz Kill",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2dzX200YTRfc2VjdG9yX2xpZ2h0LjE3M2ZhZTEzNzcwM2MyZTU0ZDI0OWQxNzI2Nzg4ZDA2MTEyMmQ4OWUucG5n/auto/auto/85/notrim/daa1ac27abd36939e6409494f5f4b520.webp,5.10,13
245,"Caged Steel",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX2FtX292YWxfaGV4X2xpZ2h0LmEzOWU5YmVmOThlNTcyNmIwZTBhZjIzZGFlZjgyMzhiOWJiOGJlN2MucG5n/auto/auto/85/notrim/a468a287ef3b44a3aae1b353e1785a61.webp,0.05,21
246,Caiman,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3Vfa2FpbWFuX2xpZ2h0LmFiZmIwMjc2MDIxYjA3YTdmYThhNzFmOGU3Y2U1NmQ2NzQ5NjM4ZDIucG5n/auto/auto/85/notrim/9a6796fe12763d816bb49df79395e562.webp,37.95,32
247,"Calf Skin",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9nc19tYWMxMF9jaGVja2VyX2xpZ2h0LjhjMGI3NGZlMGRkYTZmNDdlYjY4NTUxYWZkNzQwODYxYTQzYjBmN2MucG5n/auto/auto/85/notrim/7d348f812b9ad5afe305453c22549bf5.webp,0.03,15
248,CaliCamo,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9mYW1hc19oeV92YXJpY2Ftb19kZXNlcnRfbGlnaHQuYzFiNjcwMmJiZDMzZDg3NGVjYzcyN2ZhMTA2ZDVjMWZhM2ExY2I4Ni5wbmc-/auto/auto/85/notrim/445c247f8f4ad67cfe32bcc08e7140c1.webp,2.92,7
249,CaliCamo,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9oeV92YXJpY2Ftb19kZXNlcnRfbGlnaHQuYzI5ZjNhM2FlNTE4MTk5NGVkOWFmYmVmMTUxMGZiNjBjMjM3MGM5Yi5wbmc-/auto/auto/85/notrim/7a7cf46e0117c92d10c913d2fec598cb.webp,11.98,20
250,CaliCamo,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl94bTEwMTRfaHlfdmFyaWNhbW9fZGVzZXJ0X2xpZ2h0LmJjOWViNDg1OGJhOWJhMTA2MmIyZTc4YjQ3MDBkYTExZGNjZDg4NTAucG5n/auto/auto/85/notrim/3813eb885c031cf58a02d34c2759493a.webp,0.02,NULL
251,"Canal Spray",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9yZXZvbHZlcl9zcF9zcHJheV93YXRlcl9saWdodC40ZjUyOGUxYjNlMWE3MDAwNWI3NDEzMGJiMTdhYTYwNTEyNjcwODA5LnBuZw--/auto/auto/85/notrim/3f9a1c7db77870494859a8ad39af4137.webp,1.00,NULL
252,"Candy Apple",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fc29fcmVkX2xpZ2h0LjVlNWUxOWEwNTdkZmYwNWNjZmQyYzY3NzA4ZDJjY2U5NWIyZTA3MzMucG5n/auto/auto/85/notrim/a0cba3a89c7a16b53e09e1065da60d69.webp,64.90,8
253,"Candy Apple",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19zb19yZWRfbGlnaHQuY2U3ZmRkYmI5MGMzMDhjZTIxNjc1YmI2ZWYwYWM0YWNhYTE3YmM5OC5wbmc-/auto/auto/85/notrim/47df432445179c09d1dcfc6b27679a10.webp,0.18,11
254,"Candy Apple",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9zb19yZWRfbGlnaHQuMTk2NGM3NThiOWM1NTRmNDE2YzUxYmI5YTlmYTE1MDhkZjUwMGIxZi5wbmc-/auto/auto/85/notrim/48838e67e3d66933ec9eb16bbb415669.webp,0.06,15
255,"Candy Apple",https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX3NvX3JlZF9saWdodC5mZTZhODE1ZDhlNDE0ZTcyZjdhMWRkY2I5OTAwM2JhNGEwZDM0MDI5LnBuZw--/auto/auto/85/notrim/92759b48ad72de04c0f144ba5e2db586.webp,0.03,21
